Type,SKU,Name,Brand,Published,Is featured?,Visibility in catalog,Description,In stock?,Allow customer reviews?,Categories,Tags,images,Parent,Position,,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Regular Price,Sale Price,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global,Attribute 13 name,Attribute 13 value(s),Attribute 13 visible,Attribute 13 global,Attribute 14 name,Attribute 14 value(s),Attribute 14 visible,Attribute 14 global,Attribute 15 name,Attribute 15 value(s),Attribute 15 visible,Attribute 15 global,Attribute 16 name,Attribute 16 value(s),Attribute 16 visible,Attribute 16 global,Attribute 17 name,Attribute 17 value(s),Attribute 17 visible,Attribute 17 global,Attribute 18 name,Attribute 18 value(s),Attribute 18 visible,Attribute 18 global,Attribute 19 name,Attribute 19 value(s),Attribute 19 visible,Attribute 19 global,Attribute 20 name,Attribute 20 value(s),Attribute 20 visible,Attribute 20 global,Attribute 21 name,Attribute 21 value(s),Attribute 21 visible,Attribute 21 global,Attribute 22 name,Attribute 22 value(s),Attribute 22 visible,Attribute 22 global,Attribute 23 name,Attribute 23 value(s),Attribute 23 visible,Attribute 23 global,Attribute 24 name,Attribute 24 value(s),Attribute 24 visible,Attribute 24 global,Attribute 25 name,Attribute 25 value(s),Attribute 25 visible,Attribute 25 global,Attribute 26 name,Attribute 26 value(s),Attribute 26 visible,Attribute 26 global,Attribute 27 name,Attribute 27 value(s),Attribute 27 visible,Attribute 27 global,Attribute 28 name,Attribute 28 value(s),Attribute 28 visible,Attribute 28 global,Attribute 29 name,Attribute 29 value(s),Attribute 29 visible,Attribute 29 global,Attribute 30 name,Attribute 30 value(s),Attribute 30 visible,Attribute 30 global,Attribute 31 name,Attribute 31 value(s),Attribute 31 visible,Attribute 31 global,Attribute 32 name,Attribute 32 value(s),Attribute 32 visible,Attribute 32 global,Attribute 33 name,Attribute 33 value(s),Attribute 33 visible,Attribute 33 global
variation,item00010,Ležaj Eden-grey,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2023/10/Lezaj-Eden-Bez.jpg,item-0008,2,,Choose Option,grey,1,1,"79.990,00 RSD ","71.991,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,item00011,BoxSpring krevet TITTO,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><p>Boxspring krevet TITTO odlikuje lep dizajn, dobra funkcionalnost, odličan kvalitet izrade i primenjenih materijala i visok nivo udobnosti za spavanje. Boxspring krevet TITTO zbog ugrađenih velikih kutija za posteljinu predstavlja značajno funkcionalniji proizvod od standardnih boxspring kreveta kod kojih su fioke ili kutije za posteljinu značajno manjeg kapaciteta i zahtevaju velike prostore za njihovo izvlačenje da bi im se pristupilo. Boxspring krevet TITTO je projektovan i izrađen samo za upotrebu sa naddušekom. Krevet nije projektovan za korišćenje bez naddušeka. U slučaju upotrebe bez naddušeka krevet gubi garanciju.<br/><strong>NAPOMENA: Uz krevet dolaze metalne nogice, dok se drvene mogu dokupiti.</strong></p></div><div class=""product_meta""><span class=""sku_wrapper"">Šifra proizvoda: <span class=""sku"">-</span></span><span class=""posted_in"">Kategorije: <a href=""https://matis.rs/product-category/ostalo/spavaca-soba-titto-ambijent/"" rel=""tag"">Spavaća soba Titto – Ambijent</a>, <a href=""https://matis.rs/product-category/kreveti-i-lezajevi/box-spring-kreveti/"" rel=""tag"">Box Spring kreveti</a>, <a href=""https://matis.rs/product-category/kreveti-i-lezajevi/francuski-lezajevi/"" rel=""tag"">Francuski ležajevi</a></span><span class=""tagged_as"">Oznake: <a href=""https://matis.rs/product-tag/boxspring/"" rel=""tag"">boxspring</a>, <a href=""https://matis.rs/product-tag/boxspring-krevet/"" rel=""tag"">boxspring krevet</a>, <a href=""https://matis.rs/product-tag/boxspring-krevet-titto/"" rel=""tag"">boxspring krevet titto</a>, <a href=""https://matis.rs/product-tag/boxspring-krevet-titto-i-naddusek-soft/"" rel=""tag"">BoxSpring krevet Titto i Naddušek Soft</a>, <a href=""https://matis.rs/product-tag/francuski/"" rel=""tag"">francuski</a>, <a href=""https://matis.rs/product-tag/francuski-krevet/"" rel=""tag"">francuski krevet</a>, <a href=""https://matis.rs/product-tag/francuski-kreveti/"" rel=""tag"">francuski kreveti</a>, <a href=""https://matis.rs/product-tag/francuski-lezaj/"" rel=""tag"">francuski lezaj</a>, <a href=""https://matis.rs/product-tag/francuski-lezajevi/"" rel=""tag"">francuski lezajevi</a>, <a href=""https://matis.rs/product-tag/krevet/"" rel=""tag"">krevet</a>, <a href=""https://matis.rs/product-tag/krevet-titto/"" rel=""tag"">krevet titto</a>, <a href=""https://matis.rs/product-tag/kreveti/"" rel=""tag"">kreveti</a>, <a href=""https://matis.rs/product-tag/kreveti-akcija/"" rel=""tag"">Kreveti akcija</a>, <a href=""https://matis.rs/product-tag/lezaj/"" rel=""tag"">lezaj</a>, <a href=""https://matis.rs/product-tag/lezajevi/"" rel=""tag"">lezajevi</a>, <a href=""https://matis.rs/product-tag/masiv/"" rel=""tag"">masiv</a>, <a href=""https://matis.rs/product-tag/matis/"" rel=""tag"">matis</a>, <a href=""https://matis.rs/product-tag/matis-group/"" rel=""tag"">matis group</a>, <a href=""https://matis.rs/product-tag/matis-namestaj/"" rel=""tag"">matis namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj/"" rel=""tag"">namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj-matis/"" rel=""tag"">namestaj matis</a>, <a href=""https://matis.rs/product-tag/spavaca-soba/"" rel=""tag"">spavaca soba</a>, <a href=""https://matis.rs/product-tag/spavace-sobe/"" rel=""tag"">spavace sobe</a>, <a href=""https://matis.rs/product-tag/titto/"" rel=""tag"">titto</a></span></div></div>",1,1,Kreveti i ležajevi>Francuski ležajevi,"Kreveti i ležajevi,Francuski ležajevi","https://matis.rs/wp-content/uploads/2019/12/lezaj-titto-pink.jpg,https://matis.rs/wp-content/uploads/2019/12/lezaj-Titto-plavo-2020.jpg,https://matis.rs/wp-content/uploads/2019/12/lezaj-Titto-bez-2020.jpg,https://matis.rs/wp-content/uploads/2019/12/lezaj-titto-pink-1.jpg,https://matis.rs/wp-content/uploads/2019/12/titto-presek.jpg,https://matis.rs/wp-content/uploads/2022/10/soft-presek-titio-dusek-1.jpg",,,https://matis.rs/product/boxspring-krevet-titto/,Choose Option,"titto-pink,titto-bez,titto-plavo",1,1,,,Širina (cm):,215,1,1,Dužina (cm):,169/189,1,1,Visina (cm):,127,1,1,Visina uzglavlja (cm):,125,1,1,Visina uznožja (cm):,60,1,1,Visina sedišta (cm):,60,1,1,Visina dušeka (cm):,23,1,1,Površina za spavanje:,160×200,1,1,Dimenzija (cm):,"160×200, 180×200",1,1,Materijal ispune:,Džepičasto jezgro,1,1,Materijal konstrukcije:,Tapacirani,1,1,Materijal naslona:,Štof,1,1,Kutija za posteljinu:,DA,1,1,Gasni amortizeri:,DA,1,1,Dezen:,"Titto – Pink, Titto – Bež, Titto – Plavo",1,1,Vrsta artikla:,Krevet,1,1,Proizvođač:,Matis Mebl,1,1,Nogari:,Metal,1,1,Štof karta:,DA,1,1,Broj koleta:,3,1,1,Dimenzije koleta (ŠxDxV):,"1/3: 202x82x48 cm, 2/3: 202x82x50 cm, 3/3: 169x126x14 cm",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,item00011,BoxSpring krevet TITTO-titto-pink,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2019/12/lezaj-titto-pink.jpg,item-00011,0,,Choose Option,titto-pink,1,1,"71.990,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,item00012,BoxSpring krevet TITTO-titto-bez,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2019/12/lezaj-titto-pink.jpg,item-00011,1,,Choose Option,titto-bez,1,1,"71.990,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,item00013,BoxSpring krevet TITTO-titto-plavo,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2019/12/lezaj-titto-pink.jpg,item-00011,2,,Choose Option,titto-plavo,1,1,"71.990,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,item00014,Tapacirani krevet Cloud,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><p>Tapacirani krevet Cloud donosi dašak luksuza u vašu spavaću sobu. Izgled kreveta Cloud dopašće vam se na prvi pogled… Modernog dizajna, udoban i funkcionalan, ovaj krevet predstavlja odličan izbor za vašu spavaću sobu.<br/>Osnovne karakteristike ovog kreveta su kvalitet, funkcionalna kutija za posteljinu velike zapremine i podizna latofleks podnica sa čeličnim ramom.</p></div><div class=""product_meta""><span class=""sku_wrapper"">Šifra proizvoda: <span class=""sku"">-</span></span><span class=""posted_in"">Kategorije: <a href=""https://matis.rs/product-category/kreveti-i-lezajevi/francuski-lezajevi/"" rel=""tag"">Francuski ležajevi</a>, <a href=""https://matis.rs/product-category/ostalo/spavaca-soba-cloud-elegance-ambijent/"" rel=""tag"">Spavaća soba Cloud-Elegance – Ambijent</a></span><span class=""tagged_as"">Oznake: <a href=""https://matis.rs/product-tag/francuski/"" rel=""tag"">francuski</a>, <a href=""https://matis.rs/product-tag/francuski-krevet/"" rel=""tag"">francuski krevet</a>, <a href=""https://matis.rs/product-tag/francuski-kreveti/"" rel=""tag"">francuski kreveti</a>, <a href=""https://matis.rs/product-tag/francuski-lezaj/"" rel=""tag"">francuski lezaj</a>, <a href=""https://matis.rs/product-tag/francuski-lezaj-korleone/"" rel=""tag"">francuski lezaj korleone</a>, <a href=""https://matis.rs/product-tag/francuski-lezajevi/"" rel=""tag"">francuski lezajevi</a>, <a href=""https://matis.rs/product-tag/krevet/"" rel=""tag"">krevet</a>, <a href=""https://matis.rs/product-tag/kreveti/"" rel=""tag"">kreveti</a>, <a href=""https://matis.rs/product-tag/lezaj/"" rel=""tag"">lezaj</a>, <a href=""https://matis.rs/product-tag/lezajevi/"" rel=""tag"">lezajevi</a>, <a href=""https://matis.rs/product-tag/masiv/"" rel=""tag"">masiv</a>, <a href=""https://matis.rs/product-tag/matis/"" rel=""tag"">matis</a>, <a href=""https://matis.rs/product-tag/matis-group/"" rel=""tag"">matis group</a>, <a href=""https://matis.rs/product-tag/matis-namestaj/"" rel=""tag"">matis namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj/"" rel=""tag"">namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj-matis/"" rel=""tag"">namestaj matis</a>, <a href=""https://matis.rs/product-tag/perla-cloud/"" rel=""tag"">Perla Cloud</a>, <a href=""https://matis.rs/product-tag/spavaca-soba/"" rel=""tag"">spavaca soba</a>, <a href=""https://matis.rs/product-tag/spavace-sobe/"" rel=""tag"">spavace sobe</a></span></div></div>",1,1,Kreveti i ležajevi>Francuski ležajevi,"Kreveti i ležajevi,Francuski ležajevi","https://matis.rs/wp-content/uploads/2021/11/Cloud-7.jpg,https://matis.rs/wp-content/uploads/2021/11/Cloud-Bez.jpg,https://matis.rs/wp-content/uploads/2021/11/Cloud-1-1.jpg,https://matis.rs/wp-content/uploads/2021/11/Cloud-6.jpg,https://matis.rs/wp-content/uploads/2021/11/Cloud-9.jpg,https://matis.rs/wp-content/uploads/2021/11/Cloud-5.jpg,https://matis.rs/wp-content/uploads/2021/11/Cloud-3.jpg,https://matis.rs/wp-content/uploads/2023/03/Tapacirani-krevet-Cloud.jpg",,,https://matis.rs/product/tapacirani-krevet-cloud/,Choose Option,"pesak,tirkiz,grey",1,1,,,Širina (cm):,216,1,1,Dužina (cm):,190/170,1,1,Visina (cm):,125,1,1,Visina uzglavlja (cm):,125,1,1,Visina uznožja (cm):,40,1,1,Površina za spavanje:,160×200,1,1,Dimenzija (cm):,"160×200, 180×200",1,1,Materijal konstrukcije:,"Drvo, štof, Univer",1,1,Materijal naslona:,"univer, Štof",1,1,Kutija za posteljinu:,DA,1,1,Gasni amortizeri:,DA,1,1,Dezen:,"Pesak, Tirkiz, Sivo",1,1,Vrsta artikla:,Krevet,1,1,Proizvođač:,Matis Mebl,1,1,Nogari:,PVC,1,1,Štof karta:,DA,1,1,Broj koleta:,3,1,1,Dimenzije koleta (ŠxDxV):,"1/3: 214x93x93 cm, 2/3: 168x126x14 cm, 3/3: 201x161x7 cm",1,1,Težina koleta (kg):,104 kg,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,item00014,Tapacirani krevet Cloud-pesak,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2021/11/Cloud-7.jpg,item-00014,0,,Choose Option,pesak,1,1,"52.490,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,item00015,Tapacirani krevet Cloud-tirkiz,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2021/11/Cloud-7.jpg,item-00014,1,,Choose Option,tirkiz,1,1,"52.490,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,item00016,Tapacirani krevet Cloud-grey,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2021/11/Cloud-7.jpg,item-00014,2,,Choose Option,grey,1,1,"52.490,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,item00017,Krevet Asterix,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><p>Krevet Asterix odlikuje elegantan dizajn i odličan kvalitet primenjenih materijala i izrade. Proizvod savremenog dizajna omogućava korisnicima da formiraju ambijent, koji je u skladu sa namenom prostora, željenim izrazom i savremenim trendovima. Osnovne karakteristike kreveta su kvalitet, funkcionalna kutija za posteljinu velike zapremine, mogućnost obaranja uzglavlja u položaj naslona za glavu i podizna latofleks podnica sa čeličnim ramom. Krevet se prodaja nezavisno od dušeka.</p></div><div class=""product_meta""><span class=""sku_wrapper"">Šifra proizvoda: <span class=""sku"">-</span></span><span class=""posted_in"">Kategorija: <a href=""https://matis.rs/product-category/kreveti-i-lezajevi/francuski-lezajevi/"" rel=""tag"">Francuski ležajevi</a></span><span class=""tagged_as"">Oznake: <a href=""https://matis.rs/product-tag/asterix/"" rel=""tag"">Asterix</a>, <a href=""https://matis.rs/product-tag/francuski/"" rel=""tag"">francuski</a>, <a href=""https://matis.rs/product-tag/francuski-krevet/"" rel=""tag"">francuski krevet</a>, <a href=""https://matis.rs/product-tag/francuski-kreveti/"" rel=""tag"">francuski kreveti</a>, <a href=""https://matis.rs/product-tag/francuski-lezaj/"" rel=""tag"">francuski lezaj</a>, <a href=""https://matis.rs/product-tag/francuski-lezaj-korleone/"" rel=""tag"">francuski lezaj korleone</a>, <a href=""https://matis.rs/product-tag/francuski-lezajevi/"" rel=""tag"">francuski lezajevi</a>, <a href=""https://matis.rs/product-tag/krevet/"" rel=""tag"">krevet</a>, <a href=""https://matis.rs/product-tag/kreveti/"" rel=""tag"">kreveti</a>, <a href=""https://matis.rs/product-tag/lezaj/"" rel=""tag"">lezaj</a>, <a href=""https://matis.rs/product-tag/lezajevi/"" rel=""tag"">lezajevi</a>, <a href=""https://matis.rs/product-tag/masiv/"" rel=""tag"">masiv</a>, <a href=""https://matis.rs/product-tag/matis/"" rel=""tag"">matis</a>, <a href=""https://matis.rs/product-tag/matis-group/"" rel=""tag"">matis group</a>, <a href=""https://matis.rs/product-tag/matis-namestaj/"" rel=""tag"">matis namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj/"" rel=""tag"">namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj-matis/"" rel=""tag"">namestaj matis</a>, <a href=""https://matis.rs/product-tag/spavaca-soba/"" rel=""tag"">spavaca soba</a>, <a href=""https://matis.rs/product-tag/spavace-sobe/"" rel=""tag"">spavace sobe</a></span></div></div>",1,1,Kreveti i ležajevi>Francuski ležajevi,"Kreveti i ležajevi,Francuski ležajevi","https://matis.rs/wp-content/uploads/2022/11/Krevet-Asteriks-Bez.jpg,https://matis.rs/wp-content/uploads/2022/11/Krevet-Asterix-Bez.jpg,https://matis.rs/wp-content/uploads/2022/11/Krevet-Asterix-Bez-Rasklopljen.jpg,https://matis.rs/wp-content/uploads/2022/11/Krevet-Asterix-Sivo-Rasklopljen.jpg,https://matis.rs/wp-content/uploads/2022/11/Krevet-Asteriks-Sivo.jpg,https://matis.rs/wp-content/uploads/2022/11/asterix-bez-1.jpg,https://matis.rs/wp-content/uploads/2022/11/asterix-bez-2.jpg,https://matis.rs/wp-content/uploads/2022/11/asterix-bez-3.jpg,https://matis.rs/wp-content/uploads/2022/11/asterix-sivi-1.jpg,https://matis.rs/wp-content/uploads/2022/11/asterix-sivi-2.jpg,https://matis.rs/wp-content/uploads/2022/11/asterix-sivi-3.jpg,https://matis.rs/wp-content/uploads/2022/11/Krevet-Asteriks.jpg",,,https://matis.rs/product/krevet-asterix/,Choose Option,"beige,grey",1,1,,,Širina (cm):,"200, 220",1,1,Dužina (cm):,223,1,1,Visina (cm):,137,1,1,Dimenzija (cm):,"160×200, 180×200",1,1,Materijal konstrukcije:,"Puno drvo, šper i iverica",1,1,Kutija za posteljinu:,DA,1,1,Dezen:,"Bež, Sivo",1,1,Vrsta artikla:,Krevet,1,1,Proizvođač:,Matis Mebl,1,1,Nogari:,Metal,1,1,Štof karta:,DA,1,1,Broj koleta:,3,1,1,Težina (kg):,160: 108kg; 180: 114kg,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,item00017,Krevet Asterix-beige,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2022/11/Krevet-Asteriks-Bez.jpg,item-00017,0,,Choose Option,beige,1,1,"63.800,00 RSD ","54.230,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,item00018,Krevet Asterix-grey,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2022/11/Krevet-Asteriks-Bez.jpg,item-00017,1,,Choose Option,grey,1,1,"63.800,00 RSD ","54.230,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,585619,NUMERO Komoda 2F Niša,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><p>Numero Komoda 2F Niša je neizostavan deo svake dečije sobe i dodatno će ulepšati njen izgled. Praktične fioke omogućavaju da sve važne sitnice budu nadohvat ruke. Svojim dizajnom i prijatnim bojama lako se mogu prilagoditi i ostalim prostorijama vašeg doma.</p></div><div class=""product_meta""><span class=""sku_wrapper"">Šifra proizvoda: <span class=""sku"">-</span></span><span class=""posted_in"">Kategorije: <a href=""https://matis.rs/product-category/decije-sobe/decija-soba-numero/"" rel=""tag"">Dečija soba Numero</a>, <a href=""https://matis.rs/product-category/ostalo/decija-soba-numero-ljubicasto-ambijent/"" rel=""tag"">Dečija soba Numero Ljubičasto – Ambijent</a>, <a href=""https://matis.rs/product-category/ostalo/decija-soba-numero-pink-ambijent/"" rel=""tag"">Dečija soba Numero Pink – Ambijent</a>, <a href=""https://matis.rs/product-category/ostalo/decija-soba-numero-plavo-ambijent/"" rel=""tag"">Dečija soba Numero Plavo – Ambijent</a>, <a href=""https://matis.rs/product-category/ostalo/decija-soba-numero-zeleno-ambijent/"" rel=""tag"">Dečija soba Numero Zeleno – Ambijent</a>, <a href=""https://matis.rs/product-category/novi-export/"" rel=""tag"">Novi Export</a></span><span class=""tagged_as"">Oznaka: <a href=""https://matis.rs/product-tag/2f/"" rel=""tag"">2F</a>, <a href=""https://matis.rs/product-tag/2f-nisa/"" rel=""tag"">2f nisa</a>, <a href=""https://matis.rs/product-tag/decija-soba/"" rel=""tag"">decija soba</a>, <a href=""https://matis.rs/product-tag/decije-sobe/"" rel=""tag"">decije sobe</a>, <a href=""https://matis.rs/product-tag/deciji-namestaj/"" rel=""tag"">deciji namestaj</a>, <a href=""https://matis.rs/product-tag/komoda/"" rel=""tag"">komoda</a>, <a href=""https://matis.rs/product-tag/komoda-2f/"" rel=""tag"">Komoda 2F</a>, <a href=""https://matis.rs/product-tag/komoda-2f-nisa/"" rel=""tag"">komoda 2f nisa</a>, <a href=""https://matis.rs/product-tag/matis/"" rel=""tag"">matis</a>, <a href=""https://matis.rs/product-tag/matis-group/"" rel=""tag"">matis group</a>, <a href=""https://matis.rs/product-tag/matis-namestaj/"" rel=""tag"">matis namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj/"" rel=""tag"">namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj-matis/"" rel=""tag"">namestaj matis</a>, <a href=""https://matis.rs/product-tag/namestaj-za-mlade/"" rel=""tag"">namestaj za mlade</a>, <a href=""https://matis.rs/product-tag/namestaj-za-tinejdzere/"" rel=""tag"">namestaj za tinejdzere</a>, <a href=""https://matis.rs/product-tag/numero/"" rel=""tag"">Numero</a>, <a href=""https://matis.rs/product-tag/numero-komoda/"" rel=""tag"">numero komoda</a>, <a href=""https://matis.rs/product-tag/numero-komoda-2f/"" rel=""tag"">Numero Komoda 2F</a>, <a href=""https://matis.rs/product-tag/numero-komoda-2f-nisa/"" rel=""tag"">numero komoda 2f nisa</a>, <a href=""https://matis.rs/product-tag/soba-za-tinejdzere/"" rel=""tag"">soba za tinejdzere</a>, <a href=""https://matis.rs/product-tag/sobe-za-mlade/"" rel=""tag"">sobe za mlade</a></span></div></div>",1,1,Dečije sobe>Dečija soba Numero,"Dečije sobe,Dečija soba Numero","https://matis.rs/wp-content/uploads/2023/09/Fiokar-2.jpg,https://matis.rs/wp-content/uploads/2023/09/Fiokar.jpg,https://matis.rs/wp-content/uploads/2023/09/Fiokar-1.jpg,https://matis.rs/wp-content/uploads/2019/11/tehnicki-crtez-numero-komoda-2f-nisa.jpg",,,https://matis.rs/product/numero-komoda-2f-nisa-2/,Choose Option,"stone-gray,pink,blue",1,1,,,Širina (cm):,40,1,1,Dubina (cm):,42,1,1,Visina (cm):,60,1,1,Materijal fronta:,Univer,1,1,Materijal korpusa:,Univer,1,1,Debljina univera:,18,1,1,Kant traka:,ABS 1 mm,1,1,Usporivači:,NE,1,1,Ručice:,Plastika,1,1,Dezen:,"Kameno sivo, Pink, Plavo",1,1,Vrsta artikla:,Komoda,1,1,Proizvođač:,Matis,1,1,Broj koleta:,3,1,1,Dimenzije koleta (ŠxDxV):,"1/3: 50×40,5×12 cm, 2/3: 44,5×42,5×5,5 cm, 3/3: 16x16x13 cm",1,1,Težina koleta (kg):,"1/3: 14,5 kg, 2/3: 6 kg, 3/3: 0,72 kg",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
