Type,SKU,Name,Brand,Published,Is featured?,Visibility in catalog,Description,In stock?,Allow customer reviews?,Categories,Tags,images,Parent,Position,,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Regular Price,Sale Price,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global,Attribute 13 name,Attribute 13 value(s),Attribute 13 visible,Attribute 13 global,Attribute 14 name,Attribute 14 value(s),Attribute 14 visible,Attribute 14 global,Attribute 15 name,Attribute 15 value(s),Attribute 15 visible,Attribute 15 global,Attribute 16 name,Attribute 16 value(s),Attribute 16 visible,Attribute 16 global,Attribute 17 name,Attribute 17 value(s),Attribute 17 visible,Attribute 17 global,Attribute 18 name,Attribute 18 value(s),Attribute 18 visible,Attribute 18 global,Attribute 19 name,Attribute 19 value(s),Attribute 19 visible,Attribute 19 global,Attribute 20 name,Attribute 20 value(s),Attribute 20 visible,Attribute 20 global,Attribute 21 name,Attribute 21 value(s),Attribute 21 visible,Attribute 21 global,Attribute 22 name,Attribute 22 value(s),Attribute 22 visible,Attribute 22 global,Attribute 23 name,Attribute 23 value(s),Attribute 23 visible,Attribute 23 global,Attribute 24 name,Attribute 24 value(s),Attribute 24 visible,Attribute 24 global,Attribute 25 name,Attribute 25 value(s),Attribute 25 visible,Attribute 25 global,Attribute 26 name,Attribute 26 value(s),Attribute 26 visible,Attribute 26 global,Attribute 27 name,Attribute 27 value(s),Attribute 27 visible,Attribute 27 global,Attribute 28 name,Attribute 28 value(s),Attribute 28 visible,Attribute 28 global,Attribute 29 name,Attribute 29 value(s),Attribute 29 visible,Attribute 29 global,Attribute 30 name,Attribute 30 value(s),Attribute 30 visible,Attribute 30 global,Attribute 31 name,Attribute 31 value(s),Attribute 31 visible,Attribute 31 global,Attribute 32 name,Attribute 32 value(s),Attribute 32 visible,Attribute 32 global,Attribute 33 name,Attribute 33 value(s),Attribute 33 visible,Attribute 33 global
variation,160474,Dnevna soba Denver – Polica-hrast-kalaj-antracit,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-Polica-Hrast-kalaj-Antracit.jpg,160473,0,,Choose Option,hrast-kalaj-antracit,1,1,"4.200,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,160473,Dnevna soba Denver – Polica-hrast-kalaj-belo-sjaj,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-Polica-Kalaja-Belo.jpg,160473,1,,Choose Option,hrast-kalaj-belo-sjaj,1,1,"4.200,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,160173,Dnevna soba Denver – Klub sto,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><p>Klub sto Denver je komad nameštaja koji će dodati stil i funkcionalnost vašem dnevnom boravku. Sa dimenzijama 100x68x46 cm, klub sto je pažljivo dizajniran da pruži dovoljno prostora za udobno druženje, bilo da je u pitanju veče sa prijateljima ili porodični okup. Osim što je prostran, klub sto Denver je i izuzetno praktičan. Posebna karakteristika ovog stola je fioka za odlaganje, koja vam omogućava organizaciju i čuvanje sitnih predmeta, daljinske upravljače ili časopise koje želite imati pri ruci. Još jedna funkcionalnost je gasni amortizer koji se nalazi ispod ploče stola. Ova karakteristika omogućava jednoj polovini ploče da se podigne, otkrivajući dodatni prostor za odlaganje. Nogari stola su izrađeni od metala, pružajući stabilnost i izdržljivost. Ručice su takođe od metala. Klub sto Denver je dizajniran sa fokusom na funkcionalnost i estetiku. Dostupan u dve atraktivne kombinacije dekora – Hrast kalaj i Antracit, kao i Hrast kalaj i Belo sjaj – Klub sto Denver nudi fleksibilnost u odabiru stila koji najbolje odgovara vašem enterijeru.</p></div><div class=""product_meta""><span class=""sku_wrapper"">Šifra proizvoda: <span class=""sku"">-</span></span><span class=""posted_in"">Kategorije: <a href=""https://matis.rs/product-category/dnevne-sobe/dnevne-sobe-od-univera/denver/"" rel=""tag"">Dnevna soba Denver</a>, <a href=""https://matis.rs/product-category/klub-stolovi/klub-stolovi-od-medijapana/"" rel=""tag"">Klub stolovi od medijapana</a>, <a href=""https://matis.rs/product-category/komode-tv-komode-vitrine-i-police/tv-komode/"" rel=""tag"">TV Komode</a></span><span class=""tagged_as"">Oznake: <a href=""https://matis.rs/product-tag/denver/"" rel=""tag"">Denver</a>, <a href=""https://matis.rs/product-tag/dnevna-soba/"" rel=""tag"">dnevna soba</a>, <a href=""https://matis.rs/product-tag/dnevne-sobe/"" rel=""tag"">dnevne sobe</a>, <a href=""https://matis.rs/product-tag/dnevni-boravak/"" rel=""tag"">dnevni boravak</a>, <a href=""https://matis.rs/product-tag/komoda/"" rel=""tag"">komoda</a>, <a href=""https://matis.rs/product-tag/matis/"" rel=""tag"">matis</a>, <a href=""https://matis.rs/product-tag/matis-namestaj/"" rel=""tag"">matis namestaj</a>, <a href=""https://matis.rs/product-tag/matisgroup/"" rel=""tag"">matisgroup</a>, <a href=""https://matis.rs/product-tag/mdf/"" rel=""tag"">mdf</a>, <a href=""https://matis.rs/product-tag/medijapan/"" rel=""tag"">medijapan</a>, <a href=""https://matis.rs/product-tag/namestaj/"" rel=""tag"">namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj-matis/"" rel=""tag"">namestaj matis</a>, <a href=""https://matis.rs/product-tag/regali/"" rel=""tag"">regali</a></span></div></div>",1,1,Klub stolovi>Klub stolovi od medijapana,"Klub stolovi,Klub stolovi od medijapana","https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-klub-sto-Hrast-kalaj-Antracit.jpg,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-Klub-sto-Kalaja-Belo.jpg,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver.jpg,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-2.jpg",,,https://matis.rs/product/dnevna-soba-denver-klub-sto/,Choose Option,"hrast-kalaj-antracit,hrast-kalaj-belo-sjaj",1,1,,,Širina (cm):,100,1,1,Dubina (cm):,68,1,1,Visina (cm):,46,1,1,Materijal fronta:,Univer,1,1,Materijal korpusa:,Univer,1,1,Debljina univera:,18,1,1,Kant traka:,"ABS 0.5 mm, ABS 1 mm",1,1,Ručice:,Metal,1,1,Nogari:,Metal,1,1,Dezen:,"Hrast kalaj – Antracit, Hrast kalaj – Belo sjaj",1,1,Vrsta artikla:,Klub sto,1,1,Proizvođač:,Matis,1,1,Broj koleta:,2,1,1,Dimenzije koleta (ŠxDxV):,"1/1: 69x10x102,5 cm, 2/2: 41x14x68 cm",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,160174,Dnevna soba Denver – Klub sto-hrast-kalaj-antracit,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-klub-sto-Hrast-kalaj-Antracit.jpg,160173,0,,Choose Option,hrast-kalaj-antracit,1,1,"18.610,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,160173,Dnevna soba Denver – Klub sto-hrast-kalaj-belo-sjaj,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-Klub-sto-Kalaja-Belo.jpg,160173,1,,Choose Option,hrast-kalaj-belo-sjaj,1,1,"18.610,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,160273,Dnevna soba Denver – TV komoda,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><p>TV komoda Denver dimenzija 172,8x40x54 cm je funkcionalan i elegantan komad nameštaja koji će uneti stil u vaš dnevni boravak. Izrađena od kvalitetnog univera debljine 18mm, ova komoda je izuzetno stabilna i izdržljiva. Komoda je opremljena usporivačima na vratima, što omogućava tiho i lagano zatvaranje, a istovremeno sprečava oštećenje vrata i produžava vek trajanja komode. Fioka se može potpuno izvući zahvaljujući teleskopskom mehanizmu, što omogućava lak pristup i preglednost sadržaja fioke. Nogari i ručice komode su napravljeni od metala, dodajući moderni izgled i obezbeđujući dodatnu stabilnost. TV komoda je dizajnirana tako da se uklopi u različite enterijere i prostorije. Sa svojim proporcijama i dimenzijama, pruža dovoljno prostora za postavljanje televizora i odlaganje različitih medijskih uređaja. Dostupan u dve atraktivne kombinacije dekora – Hrast kalaj i Antracit, kao i Hrast kalaj i Belo sjaj – Klub sto Denver nudi fleksibilnost u odabiru stila koji najbolje odgovara vašem enterijeru. Ukrasite svoj dnevni boravak funkcionalnom i stilizovanom TV komodom. Sa unapređenim dizajnom, kvalitetnim materijalima i praktičnim funkcionalnostima, ova komoda će postati centralni deo vašeg dnevnog boravka i doprineti estetici vašeg doma.</p></div><div class=""product_meta""><span class=""sku_wrapper"">Šifra proizvoda: <span class=""sku"">-</span></span><span class=""posted_in"">Kategorije: <a href=""https://matis.rs/product-category/dnevne-sobe/dnevne-sobe-od-univera/denver/"" rel=""tag"">Dnevna soba Denver</a>, <a href=""https://matis.rs/product-category/komode-tv-komode-vitrine-i-police/tv-komode/"" rel=""tag"">TV Komode</a></span><span class=""tagged_as"">Oznake: <a href=""https://matis.rs/product-tag/denver/"" rel=""tag"">Denver</a>, <a href=""https://matis.rs/product-tag/dnevna-soba/"" rel=""tag"">dnevna soba</a>, <a href=""https://matis.rs/product-tag/dnevne-sobe/"" rel=""tag"">dnevne sobe</a>, <a href=""https://matis.rs/product-tag/dnevni-boravak/"" rel=""tag"">dnevni boravak</a>, <a href=""https://matis.rs/product-tag/komoda/"" rel=""tag"">komoda</a>, <a href=""https://matis.rs/product-tag/matis/"" rel=""tag"">matis</a>, <a href=""https://matis.rs/product-tag/matis-namestaj/"" rel=""tag"">matis namestaj</a>, <a href=""https://matis.rs/product-tag/matisgroup/"" rel=""tag"">matisgroup</a>, <a href=""https://matis.rs/product-tag/mdf/"" rel=""tag"">mdf</a>, <a href=""https://matis.rs/product-tag/medijapan/"" rel=""tag"">medijapan</a>, <a href=""https://matis.rs/product-tag/namestaj/"" rel=""tag"">namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj-matis/"" rel=""tag"">namestaj matis</a>, <a href=""https://matis.rs/product-tag/regali/"" rel=""tag"">regali</a></span></div></div>",1,1,Komode>TV komode>vitrine i police>TV Komode,"Komode,TV komode,vitrine i police,TV Komode","https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-TV-komoda-Hrast-kalaj-Antracit.jpg,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-TV-komoda-Kalaja-Belo.jpg,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver.jpg,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-2.jpg",,,https://matis.rs/product/dnevna-soba-denver-tv-komoda/,Choose Option,"hrast-kalaj-antracit,hrast-kalaj-belo-sjaj",1,1,,,Širina (cm):,173,1,1,Dubina (cm):,40,1,1,Visina (cm):,54,1,1,Materijal fronta:,Univer,1,1,Materijal korpusa:,Univer,1,1,Debljina univera:,18,1,1,Kant traka:,"Front – ABS 1 mm, Korpus – ABS 0,5 mm",1,1,Ručice:,Metal,1,1,Nogari:,Metal,1,1,Usporivači:,DA,1,1,Teleskopske fioke:,DA,1,1,Dezen:,"Hrast kalaj – Antracit, Hrast kalaj – Belo sjaj",1,1,Vrsta artikla:,TV komoda,1,1,Proizvođač:,Matis,1,1,Broj koleta:,2,1,1,Dimenzije koleta (ŠxDxV):,"1/2: 41×6,5×174 cm, 2/2: 41×11,5×62 cm",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,160274,Dnevna soba Denver – TV komoda-hrast-kalaj-antracit,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-TV-komoda-Hrast-kalaj-Antracit.jpg,160273,0,,Choose Option,hrast-kalaj-antracit,1,1,"15.670,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,160273,Dnevna soba Denver – TV komoda-hrast-kalaj-belo-sjaj,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-TV-komoda-Kalaja-Belo.jpg,160273,1,,Choose Option,hrast-kalaj-belo-sjaj,1,1,"15.670,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,160373,Dnevna soba Denver – Komoda,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><p>Denver komoda je impresivan komad nameštaja koji će obogatiti vaš enterijer. Izrađena od kvalitetnog univera debljine 18mm, ova komoda pruža izuzetnu stabilnost i dugotrajnost. Sa dimenzijama 172,8x40x92,6 cm, Denver komoda pruža dovoljno prostora za odlaganje vaših stvari. Komoda je podeljena u dve sekcije, u jednom delu nalaze se police, dok je drugi sadrži četiri prostrane fioke. Komoda je opremljena usporivačima koji omogućavaju tiho i lagano zatvaranje vrata i fioke, čime se sprečava oštećenje i produžuje vek trajanja. Dodatnu praktičnost pružaju fioke koje se mogu potpuno izvući zahvaljujući teleskopskom mehanizmu, omogućavajući vam lak pristup i preglednost sadržaja. Dostupan u dve atraktivne kombinacije dekora – Hrast kalaj i Antracit, kao i Hrast kalaj i Belo sjaj – Klub sto Denver nudi fleksibilnost u odabiru stila koji najbolje odgovara vašem enterijeru. Bez obzira da li je koristite u dnevnoj sobi, spavaćoj sobi ili bilo kom drugom prostoru, ova komoda će uneti funkcionalnost i estetiku u vaš dom.</p></div><div class=""product_meta""><span class=""sku_wrapper"">Šifra proizvoda: <span class=""sku"">-</span></span><span class=""posted_in"">Kategorije: <a href=""https://matis.rs/product-category/dnevne-sobe/dnevne-sobe-od-univera/denver/"" rel=""tag"">Dnevna soba Denver</a>, <a href=""https://matis.rs/product-category/komode-tv-komode-vitrine-i-police/komode/"" rel=""tag"">Komode</a></span><span class=""tagged_as"">Oznake: <a href=""https://matis.rs/product-tag/denver/"" rel=""tag"">Denver</a>, <a href=""https://matis.rs/product-tag/dnevna-soba/"" rel=""tag"">dnevna soba</a>, <a href=""https://matis.rs/product-tag/dnevne-sobe/"" rel=""tag"">dnevne sobe</a>, <a href=""https://matis.rs/product-tag/dnevni-boravak/"" rel=""tag"">dnevni boravak</a>, <a href=""https://matis.rs/product-tag/komoda/"" rel=""tag"">komoda</a>, <a href=""https://matis.rs/product-tag/matis/"" rel=""tag"">matis</a>, <a href=""https://matis.rs/product-tag/matis-namestaj/"" rel=""tag"">matis namestaj</a>, <a href=""https://matis.rs/product-tag/matisgroup/"" rel=""tag"">matisgroup</a>, <a href=""https://matis.rs/product-tag/mdf/"" rel=""tag"">mdf</a>, <a href=""https://matis.rs/product-tag/medijapan/"" rel=""tag"">medijapan</a>, <a href=""https://matis.rs/product-tag/namestaj/"" rel=""tag"">namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj-matis/"" rel=""tag"">namestaj matis</a>, <a href=""https://matis.rs/product-tag/regali/"" rel=""tag"">regali</a></span></div></div>",1,1,Komode>TV komode>vitrine i police>Komode,"Komode,TV komode,vitrine i police,Komode","https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-komoda-Hrast-kalaj-Antracit.jpg,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-Komoda-Kalaja-Belo.jpg,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver.jpg,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-2.jpg",,,https://matis.rs/product/dnevna-soba-denver-komoda/,Choose Option,"hrast-kalaj-antracit,hrast-kalaj-belo-sjaj",1,1,,,Širina (cm):,173,1,1,Dubina (cm):,40,1,1,Visina (cm):,93,1,1,Materijal fronta:,Univer,1,1,Materijal korpusa:,Univer,1,1,Debljina univera:,18,1,1,Kant traka:,"Front – ABS 1 mm, Korpus – ABS 0,5 mm",1,1,Ručice:,Metal,1,1,Nogari:,Metal,1,1,Usporivači:,DA,1,1,Teleskopske fioke:,DA,1,1,Broj polica:,2,1,1,Dezen:,"Hrast kalaj – Antracit, Hrast kalaj – Belo sjaj",1,1,Vrsta artikla:,Komoda,1,1,Proizvođač:,Matis,1,1,Broj koleta:,2,1,1,Dimenzije koleta (ŠxDxV):,"1/2: 41x14x173,5 cm, 2/2: 50,5x8x77,5 cm",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,160374,Dnevna soba Denver – Komoda-hrast-kalaj-antracit,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-komoda-Hrast-kalaj-Antracit.jpg,160373,0,,Choose Option,hrast-kalaj-antracit,1,1,"28.200,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,160373,Dnevna soba Denver – Komoda-hrast-kalaj-belo-sjaj,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-Komoda-Kalaja-Belo.jpg,160373,1,,Choose Option,hrast-kalaj-belo-sjaj,1,1,"28.200,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,160673,Dnevna soba Denver – Niska vitrina,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><p>Staklena vitrina niska Denver, deo ponude dnevne sobe Denver, se ističe praktičnošću i elegancijom. Izrađena od kvalitetnog univera debljine 18 mm, sa dimenzijama 173x40x54cm pružiće dovoljno prostora za odlaganje knjiga, ukrasa i drugih dekorativnih predmeta. Ručice i nogari vitrine su od metala, dodajući moderni i izdržljivi karakter ovom komadu nameštaja. Uz usporivače na vratima, vrata se tiho i lagano zatvaraju, čime se produžava vek trajanja vitrine. Takođe, vitrina poseduje teleskopske fioke koje omogućavaju jednostavan pristup i organizaciju. Dostupan u dve atraktivne kombinacije dekora – Hrast kalaj i Antracit, kao i Hrast kalaj i Belo sjaj – Klub sto Denver nudi fleksibilnost u odabiru stila koji najbolje odgovara vašem enterijeru. Uredite svoju dnevnu sobu sa stilom i funkcionalnošću uz Staklenu vitrinu nisku Denver. Ova vitrina donosi lepotu i organizaciju u vaš prostor, istovremeno ističući vaše omiljene predmete.</p></div><div class=""product_meta""><span class=""sku_wrapper"">Šifra proizvoda: <span class=""sku"">-</span></span><span class=""posted_in"">Kategorije: <a href=""https://matis.rs/product-category/dnevne-sobe/dnevne-sobe-od-univera/denver/"" rel=""tag"">Dnevna soba Denver</a>, <a href=""https://matis.rs/product-category/komode-tv-komode-vitrine-i-police/vitrine/"" rel=""tag"">Vitrine</a></span><span class=""tagged_as"">Oznake: <a href=""https://matis.rs/product-tag/denver/"" rel=""tag"">Denver</a>, <a href=""https://matis.rs/product-tag/dnevna-soba/"" rel=""tag"">dnevna soba</a>, <a href=""https://matis.rs/product-tag/dnevne-sobe/"" rel=""tag"">dnevne sobe</a>, <a href=""https://matis.rs/product-tag/dnevni-boravak/"" rel=""tag"">dnevni boravak</a>, <a href=""https://matis.rs/product-tag/matis/"" rel=""tag"">matis</a>, <a href=""https://matis.rs/product-tag/matis-namestaj/"" rel=""tag"">matis namestaj</a>, <a href=""https://matis.rs/product-tag/matis-visoka-vitrina/"" rel=""tag"">matis visoka vitrina</a>, <a href=""https://matis.rs/product-tag/matisgroup/"" rel=""tag"">matisgroup</a>, <a href=""https://matis.rs/product-tag/mdf/"" rel=""tag"">mdf</a>, <a href=""https://matis.rs/product-tag/medijapan/"" rel=""tag"">medijapan</a>, <a href=""https://matis.rs/product-tag/namestaj/"" rel=""tag"">namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj-matis/"" rel=""tag"">namestaj matis</a>, <a href=""https://matis.rs/product-tag/regali/"" rel=""tag"">regali</a>, <a href=""https://matis.rs/product-tag/staklena-vitrina/"" rel=""tag"">staklena vitrina</a>, <a href=""https://matis.rs/product-tag/visoka-vitrina/"" rel=""tag"">visoka vitrina</a>, <a href=""https://matis.rs/product-tag/visoka-vitrina-matis/"" rel=""tag"">visoka vitrina matis</a>, <a href=""https://matis.rs/product-tag/vitrina/"" rel=""tag"">vitrína</a>, <a href=""https://matis.rs/product-tag/vitrine/"" rel=""tag"">vitrine</a></span></div></div>",1,1,Komode>TV komode>vitrine i police>Vitrine,"Komode,TV komode,vitrine i police,Vitrine","https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-Vitrina-niska-Hrast-kalaj-Antracit.jpg,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-Vitrina-niska-Kalaja-Belo.jpg,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver.jpg,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-2.jpg",,,https://matis.rs/product/dnevna-soba-denver-niska-vitrina/,Choose Option,"hrast-kalaj-antracit,hrast-kalaj-belo-sjaj",1,1,,,Širina (cm):,"106,4",1,1,Dubina (cm):,35,1,1,Visina (cm):,123,1,1,Materijal fronta:,Univer,1,1,Materijal korpusa:,Univer,1,1,Debljina univera:,18,1,1,Kant traka:,"Front – ABS 1 mm, Korpus – ABS 0,5 mm",1,1,Ručice:,Metal,1,1,Nogari:,Metal,1,1,Usporivači:,DA,1,1,Broj polica:,4,1,1,Dezen:,"Hrast kalaj – Antracit, Hrast kalaj – Belo sjaj",1,1,Vrsta artikla:,Vitrina,1,1,Proizvođač:,Matis,1,1,Broj koleta:,2,1,1,Dimenzije koleta (ŠxDxV):,"1/2: 36,5×12,5×110,5 cm, 2/2: 39×10,5×81,5 cm",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,160674,Dnevna soba Denver – Niska vitrina-hrast-kalaj-antracit,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-Vitrina-niska-Hrast-kalaj-Antracit.jpg,160673,0,,Choose Option,hrast-kalaj-antracit,1,1,"21.600,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,160673,Dnevna soba Denver – Niska vitrina-hrast-kalaj-belo-sjaj,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2023/04/Dnevna-soba-Denver-Vitrina-niska-Kalaja-Belo.jpg,160673,1,,Choose Option,hrast-kalaj-belo-sjaj,1,1,"21.600,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
